  100Ã; 591; 915892; 659347; 915890; 658697; 34; 0; 0; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 1; 1; -1
  101; 593; 916936; 659027; -1; -1; 68; 32768; 32768; 358 - 19; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 2; 1; -1
  102; 591; 916593; 658655; -1; -1; 174; 0; 0; 144 - 19; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 1; 2; -1
  103Ã; 591; 916590; 659994; 916575; 660693; 174; 0; 0; 158 - 20; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 1; 2; -1
  104; 591; 916625; 661326; -1; -1; 68; 32768; 32768; 330 - 19; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 2; 2; 1; -1
  105Ã; 591; 917321; 660011; 917307; 659511; 34; 0; 0; 237 - 20; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 1; 1; -1
  106; 593; 917337; 661270; -1; -1; 174; 0; 0; 245 - 19; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 1; 2; -1
  107; 593; 916912; 659950; -1; -1; 174; 0; 0; 122 - 19; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 1; 2; -1
  108Ã; 593; 917770; 660668; 917783; 661270; 34; 0; 0; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 1; 1; -1
  112; 593; 916237; 659026; -1; -1; 118; 0; -1; 200 - 20; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 1; 14; -1
  113; 591; 915924; 657943; -1; -1; 9; 32768; -1; 308 - 19; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 2; 2; -1
  117; 593; 917794; 659478; -1; -1; 68; 32768; 32768; 358 - 19; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 2; 1; -1
  122; 593; 918382; 660677; -1; -1; 68; 32768; 32768; 313 - 19; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 2; 2; 1; -1
  129Ã; 592; 918877; 651224; 919225; 650711; 34; 0; 0; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 1; 1; -1
  188Ï; 0; 916661; 659339; -1; -1; 36; 0; -1; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 8; 8; -1
  192Ï; 0; 918479; 651646; -1; -1; 174; 0; 0; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 1; 2; -1
  194; 591; 915229; 658550; -1; -1; 34; 0; 0; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 1; 1; -1
  195Ð; 0; 916630; 656881; -1; -1; 162; 0; -1; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 8; 6; -1
  196Ð; 0; 918609; 658613; -1; -1; 162; 0; -1; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 8; 8; 6; -1
  197Í; 592; 918376; 653009; -1; -1; 34; 0; 0; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 8; 1; 1; -1
  197Ð; 592; 918436; 653139; -1; -1; 161; 0; -1; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 8; 8; 7; -1
  200; 591; 915888; 660031; -1; -1; 68; 32768; 32768; 298 - 19; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 2; 2; 1; -1
  201; 591; 917307; 660717; -1; -1; 9; 32768; -1; 295 - 19; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 2; 2; 2; -1
  205; 592; 918739; 650228; -1; -1; 68; 32768; 32768; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 2; 2; 1; -1
  206; 592; 918278; 652219; -1; -1; 174; 0; 0; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 2; 1; 2; -1
  207; 592; 919433; 651624; -1; -1; 34; 0; 0; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 2; 1; 1; -1
  208; 592; 918430; 650835; -1; -1; 34; 0; 0; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 1; 1; -1
  209; 592; 918971; 652078; -1; -1; 68; 32768; 32768; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 1; 2; 1; -1
  210; 592; 917982; 651282; -1; -1; 68; 32768; 32768; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 2; 2; 1; -1
  211; 592; 918696; 652523; -1; -1; 118; 0; -1; ; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 2; 1; 14; -1
  214; 593; 917788; 660062; -1; -1; 68; 32768; 32768; 353 - 19; ; ; -1;      0.0;      0.0;      0.0;      0.0; 0; 0; ; ; 0; 2; 2; 1; -1
